genes	SRR1278968_counts.txt SRR1278969_counts.txt SRR1278970_counts.txt SRR1278971_counts.txt SRR1278972_counts.txt SRR1278973_counts.txt
CPAR2_301720 0 0 0 0 0 0
CPAR2_301730 0 1 0 1 1 0
CPAR2_301740 2 1 2 12 10 14
CPAR2_301750 0 1 0 10 4 1
CPAR2_301760 116 112 121 336 302 255
CPAR2_301770 0 0 0 0 1 0
CPAR2_301780 0 0 0 0 1 0
CPAR2_301790 3 3 1 3 6 4
CPAR2_301800 5 6 18 8 35 18
CPAR2_301810 0 0 0 0 0 0
CPAR2_301820 0 0 0 1 1 0
CPAR2_301830 0 0 0 0 2 1
CPAR2_301840 0 0 0 0 0 0
CPAR2_301850 0 0 0 0 0 0
CPAR2_301860 0 1 0 6 12 0
CPAR2_301870 0 0 0 0 0 0
CPAR2_301880 0 1 1 0 1 0
CPAR2_301890 5 7 9 73 149 77
CPAR2_301900 0 0 0 0 3 1
CPAR2_301910 0 0 1 10 11 12
CPAR2_301920 0 0 0 5 3 2
CPAR2_301930 0 0 0 1 4 1
CPAR2_301940 0 0 0 1 0 1
CPAR2_301950 0 0 0 0 0 0
CPAR2_301960 0 0 0 0 0 0
CPAR2_301970 0 0 1 14 10 12
CPAR2_301980 1 1 1 9 18 6
CPAR2_301990 25 27 28 8 18 8
CPAR2_302000 0 0 0 0 0 0
CPAR2_302010 0 1 0 1 5 2
CPAR2_302020 0 0 0 1 1 0
CPAR2_302030 0 3 3 4 5 5
CPAR2_302040 0 1 0 0 0 0
CPAR2_302050 0 0 0 2 0 0
CPAR2_302060 1 3 0 2 2 1
CPAR2_302070 0 0 0 0 0 0
CPAR2_302080 0 0 0 0 0 0
CPAR2_302090 4 2 2 17 27 11
CPAR2_302100 0 0 3 25 32 16
CPAR2_302110 0 0 0 0 0 0
CPAR2_302120 2 2 1 0 2 0
CPAR2_302130 22 28 26 90 116 97
CPAR2_302140 23 24 32 55 70 42
CPAR2_302150 14 13 9 15 15 7
CPAR2_302160 0 0 0 0 0 0
CPAR2_302170 0 1 0 0 1 1
CPAR2_302180 0 0 0 0 0 0
CPAR2_302190 0 1 1 0 1 2
CPAR2_302200 0 0 0 0 0 0
CPAR2_302210 3 3 0 1 4 2
CPAR2_302220 0 0 0 2 2 6
CPAR2_302230 1 3 2 19 39 24
CPAR2_302240 1 1 1 5 6 4
CPAR2_302250 0 1 2 4 0 1
CPAR2_302260 0 0 0 0 0 0
CPAR2_302270 0 0 0 3 0 0
CPAR2_302280 0 0 0 0 1 0
CPAR2_302290 0 0 0 0 1 0
CPAR2_302300 0 0 1 0 0 0
CPAR2_302310 0 0 1 3 3 3
CPAR2_302320 0 0 0 0 0 0
CPAR2_302330 0 0 0 1 0 1
CPAR2_302340 0 0 1 1 9 0
CPAR2_302350 5 6 4 22 35 11
CPAR2_302360 1 0 0 0 1 6
CPAR2_302370 2 1 1 0 0 1
CPAR2_302380 11 15 8 12 26 10
CPAR2_302390 0 0 1 8 13 7
CPAR2_302400 0 1 1 1 1 3
CPAR2_302410 0 0 0 0 0 0
CPAR2_302420 0 0 1 0 1 0
CPAR2_302430 25 30 19 17 33 18
CPAR2_302440 0 0 0 0 0 1
CPAR2_302450 0 1 0 2 1 0
CPAR2_302460 21 18 14 1 2 4
CPAR2_302470 0 0 0 0 0 0
CPAR2_302480 1 0 0 0 0 0
CPAR2_302490 428 346 310 398 604 385
CPAR2_302500 7 5 9 114 119 76
CPAR2_302510 0 0 0 1 0 1
CPAR2_302520 0 1 2 1 2 0
CPAR2_302530 1 0 0 2 2 1
CPAR2_302540 1 0 0 1 4 2
CPAR2_302550 2 6 8 9 28 23
CPAR2_302555 156 157 135 32 67 103
CPAR2_302560 5 1 4 7 8 3
CPAR2_302570 0 0 0 0 0 0
CPAR2_302580 1 0 0 0 0 0
CPAR2_302590 0 0 0 0 0 0
CPAR2_302600 0 0 0 0 1 0
CPAR2_302610 8 7 3 5 28 4
CPAR2_302620 0 0 0 0 0 0
CPAR2_302630 0 0 0 1 2 2
CPAR2_302640 0 0 0 0 0 0
CPAR2_302650 1 0 0 6 3 3
CPAR2_302660 1 0 0 0 2 1
CPAR2_302670 0 0 0 0 0 0
CPAR2_302680 0 0 1 0 0 0
CPAR2_302690 0 0 1 0 0 0
CPAR2_302700 22 18 17 3 3 2
CPAR2_302710 0 0 0 0 1 0
CPAR2_302720 1 2 3 1 1 4
CPAR2_302730 0 0 0 0 1 1
CPAR2_302740 0 0 0 0 0 0
CPAR2_302750 0 0 1 7 12 7
CPAR2_302760 3 1 1 3 5 5
CPAR2_302770 7 10 10 3 9 11
CPAR2_302780 0 0 0 1 0 0
CPAR2_302790 0 0 0 0 0 0
CPAR2_302800 0 0 1 0 0 0
CPAR2_302810 0 2 2 2 3 4
CPAR2_302820 0 0 0 0 1 0
CPAR2_302830 0 0 0 0 0 1
CPAR2_302840 2 0 0 1 1 0
CPAR2_302850 3 3 4 3 8 6
CPAR2_302860 8 11 7 5 7 4
CPAR2_302880 2 1 1 1 5 0
CPAR2_302890 2 2 1 10 7 7
CPAR2_302900 0 1 3 41 25 44
CPAR2_302910 1 4 1 5 6 2
CPAR2_302920 0 0 0 1 0 0
CPAR2_302930 0 0 0 0 0 0
CPAR2_302940 0 0 0 0 1 0
CPAR2_302950 1 1 1 0 0 1
CPAR2_302960 0 0 0 0 0 2
CPAR2_302970 0 0 0 1 1 0
CPAR2_302980 0 1 0 2 5 5
CPAR2_302990 0 0 0 0 0 0
CPAR2_303000 3 1 3 1 8 4
CPAR2_303010 0 0 0 0 0 1
CPAR2_303020 24 24 38 226 179 90
CPAR2_303030 5 3 7 3 3 3
CPAR2_303040 6 13 12 48 98 90
CPAR2_303050 2 1 5 5 6 2
CPAR2_303060 1 0 1 0 0 1
CPAR2_303070 0 0 0 0 0 0
CPAR2_303080 4 1 1 5 3 1
CPAR2_303090 3 1 0 0 0 3
CPAR2_303100 0 1 3 0 0 1
CPAR2_303110 0 1 0 2 2 1
CPAR2_303120 0 0 1 0 2 0
CPAR2_303130 19 28 17 40 38 23
CPAR2_303140 0 0 0 0 0 0
CPAR2_303150 2 3 1 46 38 23
CPAR2_303160 0 0 0 0 0 0
CPAR2_303170 2 0 0 19 7 4
CPAR2_303180 0 0 0 0 0 1
CPAR2_303190 0 0 0 0 2 0
CPAR2_303200 19 34 19 56 62 49
CPAR2_303210 2 4 11 27 46 11
CPAR2_303220 0 0 2 18 23 9
CPAR2_303230 9 7 8 6 15 7
CPAR2_303240 0 0 0 1 1 0
CPAR2_303250 1 0 2 0 0 1
CPAR2_303260 0 0 0 2 5 1
CPAR2_303270 0 0 0 3 1 0
CPAR2_303280 0 3 0 1 5 1
CPAR2_303290 0 0 0 1 1 1
CPAR2_303300 0 0 0 0 0 0
CPAR2_303310 0 1 1 3 0 1
CPAR2_303320 1 2 7 1 4 8
CPAR2_303330 0 0 0 0 0 0
CPAR2_303340 1 0 0 1 2 0
CPAR2_303350 0 0 0 1 1 0
CPAR2_303360 0 0 0 1 0 0
CPAR2_303370 28 26 21 14 19 16
CPAR2_303380 0 0 0 0 0 0
CPAR2_303390 1 0 1 21 34 17
CPAR2_303400 1 1 1 1 1 0
CPAR2_303410 5 10 5 13 18 8
CPAR2_303420 0 0 0 2 3 1
CPAR2_303430 0 0 0 1 0 0
CPAR2_303440 1 0 0 8 16 13
CPAR2_303450 1 1 5 14 8 5
CPAR2_303460 0 0 0 0 0 0
CPAR2_303470 13 19 16 7 15 16
CPAR2_303480 0 0 0 0 0 0
CPAR2_303490 0 0 0 0 0 0
CPAR2_303500 11 10 34 36 70 76
CPAR2_303510 0 0 0 9 12 1
CPAR2_303520 4 1 4 15 13 10
CPAR2_303530 0 1 0 1 0 1
CPAR2_303540 0 0 0 1 0 1
CPAR2_303550 3 0 0 0 0 0
CPAR2_303560 0 1 0 12 19 4
CPAR2_303570 1 1 1 10 5 6
CPAR2_303580 1 0 0 15 7 14
CPAR2_303590 2 0 3 2 2 6
CPAR2_303600 4 3 1 34 31 19
CPAR2_303610 0 0 0 2 2 0
CPAR2_303620 1 0 0 0 0 0
CPAR2_303630 1 2 1 1 2 1
CPAR2_303640 0 0 0 0 0 0
CPAR2_303650 13 20 30 10 23 33
CPAR2_303660 0 0 0 0 1 3
CPAR2_303670 0 0 1 0 2 0
CPAR2_303680 0 0 0 0 0 1
CPAR2_303690 2 15 10 24 17 18
CPAR2_303700 1 0 1 2 1 0
CPAR2_303710 0 0 0 0 0 0
CPAR2_303720 1 0 0 0 6 0
CPAR2_303730 0 1 1 1 1 2
CPAR2_303740 1 0 0 2 0 1
CPAR2_303750 2 1 2 14 15 8
CPAR2_303760 1 1 1 5 7 4
CPAR2_303770 1 0 0 1 1 0
CPAR2_303780 0 0 0 2 3 2
CPAR2_303790 1 3 3 14 14 11
CPAR2_303800 0 0 0 0 0 0
CPAR2_303810 0 1 1 2 2 2
CPAR2_303820 0 0 0 3 1 1
CPAR2_303830 4 8 4 3 13 5
CPAR2_303840 0 0 1 1 1 0
CPAR2_303850 6 2 4 4 8 2
CPAR2_303860 7 14 8 8 15 15
CPAR2_303870 1 5 1 6 4 1
CPAR2_303880 1 0 0 0 0 0
CPAR2_303890 1 0 3 0 0 0
CPAR2_303900 0 0 0 2 0 0
CPAR2_303910 2 1 1 1 1 3
CPAR2_303920 0 0 0 0 2 1
CPAR2_303930 1 1 3 0 4 3
CPAR2_303940 1 0 0 1 0 3
CPAR2_303950 6 0 0 9 4 3
CPAR2_303960 0 0 0 1 1 2
CPAR2_303970 0 0 0 0 4 1
CPAR2_303980 128 93 81 604 625 426
CPAR2_303990 175 139 139 356 395 286
CPAR2_304000 0 1 0 1 4 1
CPAR2_304010 3 0 3 223 442 423
CPAR2_304020 13 10 8 39 53 38
CPAR2_304030 0 0 0 0 0 0
CPAR2_304040 0 1 0 0 0 1
CPAR2_304050 0 2 2 9 11 6
CPAR2_304060 9 5 9 2 6 2
CPAR2_304070 0 0 0 0 0 0
CPAR2_304080 1 0 2 2 1 2
CPAR2_304090 1 2 1 28 35 20
CPAR2_304100 14 16 33 330 681 486
CPAR2_304110 0 1 1 0 1 0
CPAR2_304120 10 17 16 41 86 62
CPAR2_304130 0 0 0 0 1 0
CPAR2_304140 3 0 1 3 3 2
CPAR2_304150 0 0 1 0 0 0
CPAR2_304160 2 2 2 28 16 23
CPAR2_304170 0 1 0 4 11 3
CPAR2_304180 0 0 0 0 1 2
CPAR2_304190 1 2 1 7 12 9
CPAR2_304200 0 0 0 0 1 0
CPAR2_304210 1 1 1 1 2 2
CPAR2_304220 0 0 0 0 0 0
CPAR2_304230 0 1 1 1 0 0
CPAR2_304240 0 1 0 11 22 5
CPAR2_304250 1 0 0 0 0 0
CPAR2_304260 0 0 0 0 2 2
CPAR2_304270 1 0 0 0 0 0
CPAR2_304280 0 0 0 1 2 1
CPAR2_304290 0 1 0 4 2 0
CPAR2_304300 0 1 0 0 2 1
CPAR2_304310 0 0 0 0 0 0
CPAR2_304320 2 1 0 0 0 0
CPAR2_304330 0 0 1 0 0 0
CPAR2_304340 11 7 15 23 6 6
CPAR2_304350 2 2 1 9 6 10
CPAR2_304360 0 0 1 27 18 8
CPAR2_304370 16 12 17 68 74 68
CPAR2_400010 1 4 4 0 1 1
CPAR2_400020 2 4 10 55 35 8
CPAR2_400030 1 1 0 2 2 3
CPAR2_400040 0 1 1 3 4 3
CPAR2_400050 0 0 1 4 2 1
CPAR2_400060 1 2 0 13 20 7
CPAR2_400070 0 0 0 0 0 0
CPAR2_400080 0 0 1 6 2 4
CPAR2_400090 7 4 7 1 2 9
CPAR2_400095 0 0 0 0 0 0
CPAR2_400100 6 5 3 22 27 13
CPAR2_400110 0 0 0 0 0 2
CPAR2_400120 5 9 11 5 11 7
CPAR2_400130 0 0 2 8 8 6
CPAR2_400140 0 2 2 34 38 39
CPAR2_400150 2 0 0 4 6 3
CPAR2_400160 1 1 0 5 5 6
CPAR2_400170 0 0 0 0 0 0
CPAR2_400180 0 0 1 1 0 0
CPAR2_400190 3 1 5 16 29 15
CPAR2_400200 4 6 3 17 20 7
CPAR2_400210 0 1 1 0 0 0
CPAR2_400220 1 1 2 10 18 14
CPAR2_400230 123 114 137 256 124 81
CPAR2_400240 0 2 3 35 18 15
CPAR2_400250 0 1 1 2 3 0
CPAR2_400260 0 0 1 0 1 0
CPAR2_400270 0 0 0 0 0 0
CPAR2_400280 41 42 42 214 466 396
CPAR2_400290 0 0 0 0 0 0
CPAR2_400300 0 1 0 0 3 1
CPAR2_400310 1 1 1 1 2 0
CPAR2_400320 0 0 0 0 0 0
CPAR2_400330 3 6 9 32 43 11
CPAR2_400340 0 0 1 1 3 1
CPAR2_400350 3 1 2 7 14 13
CPAR2_400360 0 0 0 0 0 0
CPAR2_400370 0 0 0 0 0 0
CPAR2_400380 0 0 0 3 0 0
CPAR2_400390 0 0 0 35 50 20
CPAR2_400400 0 0 0 2 8 2
CPAR2_400410 3 1 0 1 0 0
CPAR2_400420 0 0 0 0 0 0
CPAR2_400430 0 0 0 0 0 0
CPAR2_400440 0 0 0 0 0 0
CPAR2_400450 0 0 0 0 0 0
CPAR2_400460 0 1 1 1 4 1
CPAR2_400470 0 0 0 3 5 1
CPAR2_400480 1 1 5 1 4 1
CPAR2_400490 0 0 0 0 0 0
CPAR2_400500 2 2 2 6 8 3
CPAR2_400510 2 0 5 0 11 1
CPAR2_400520 7 5 2 14 24 5
CPAR2_400530 0 0 0 0 0 0
CPAR2_400540 0 0 0 0 0 0
CPAR2_400550 0 0 0 0 0 0
CPAR2_400560 0 0 0 0 0 0
CPAR2_400570 0 0 0 0 1 0
CPAR2_400580 3 3 11 68 43 39
CPAR2_400590 0 0 0 1 1 2
CPAR2_400600 0 0 0 0 0 0
CPAR2_400610 0 2 1 0 4 2
CPAR2_400620 4 3 1 1 4 9
CPAR2_400630 0 0 0 0 1 1
CPAR2_400640 4 2 1 10 12 5
CPAR2_400650 93 85 98 72 128 88
CPAR2_400660 2 0 0 10 3 3
CPAR2_400670 0 0 0 0 0 2
CPAR2_400680 0 0 0 1 4 1
CPAR2_400690 0 0 0 2 7 5
CPAR2_400700 12 12 20 15 13 5
CPAR2_400710 0 0 0 4 5 3
CPAR2_400720 0 0 0 1 2 5
CPAR2_400730 1 0 0 0 0 0
CPAR2_400740 0 0 0 0 0 1
CPAR2_400750 0 0 0 1 0 1
CPAR2_400760 0 1 0 0 0 0
CPAR2_400770 1 0 1 0 0 1
CPAR2_400790 366 295 307 478 483 407
CPAR2_400800 0 0 0 0 0 0
CPAR2_400810 0 0 1 0 0 0
CPAR2_400820 0 1 0 8 5 6
CPAR2_400830 0 1 0 2 2 0
CPAR2_400840 2 2 3 1 2 3
CPAR2_400850 0 0 0 4 9 3
CPAR2_400860 1 1 3 1 1 7
CPAR2_400870 0 0 0 0 0 2
CPAR2_400880 0 2 0 0 0 0
CPAR2_400890 0 0 0 0 0 1
CPAR2_400900 0 0 2 0 0 0
CPAR2_400910 0 1 0 1 0 0
CPAR2_400920 0 1 1 1 4 2
CPAR2_400930 0 0 0 1 1 2
CPAR2_400940 0 0 0 1 0 1
CPAR2_400950 0 0 0 0 0 0
CPAR2_400960 1 3 2 22 8 9
CPAR2_400970 2 2 1 3 0 0
CPAR2_400980 0 0 0 0 0 0
CPAR2_400990 1 0 0 2 0 0
CPAR2_401000 2 0 1 1 4 0
CPAR2_401010 0 0 0 1 0 0
CPAR2_401020 0 1 0 0 0 0
CPAR2_401030 0 0 0 1 1 0
CPAR2_401040 0 0 0 0 0 0
CPAR2_401050 0 0 0 0 0 1
CPAR2_401060 9 5 7 40 40 24
CPAR2_401070 1 0 0 2 3 0
CPAR2_401080 0 0 0 3 3 5
CPAR2_401090 4 6 2 17 28 9
CPAR2_401100 0 0 0 0 1 0
CPAR2_401110 10 6 13 20 29 22
CPAR2_401120 0 0 0 0 1 2
CPAR2_401130 52 49 45 85 122 104
CPAR2_401140 0 0 0 0 0 0
CPAR2_401150 1 1 0 5 4 2
CPAR2_401160 3 5 2 6 10 4
CPAR2_401170 0 0 0 4 6 4
CPAR2_401180 0 0 1 5 14 3
CPAR2_401190 1 0 2 0 0 0
CPAR2_401200 0 1 0 0 0 0
CPAR2_401210 0 0 0 0 1 0
CPAR2_401220 3 0 1 0 1 2
CPAR2_401230 0 0 0 1 0 3
CPAR2_401240 0 2 0 0 3 0
CPAR2_401250 12 14 20 8 14 6
CPAR2_401260 3 3 3 23 21 17
CPAR2_401270 2 1 0 7 8 5
CPAR2_401280 2 1 1 10 4 4
CPAR2_401290 0 0 0 0 0 0
CPAR2_401300 0 0 0 1 0 1
CPAR2_401310 0 0 0 0 2 0
CPAR2_401320 1 0 1 8 5 3
CPAR2_401330 0 0 0 0 0 0
CPAR2_401340 0 1 1 1 1 1
CPAR2_401350 0 0 0 4 4 6
CPAR2_401360 0 1 2 10 11 11
CPAR2_401370 0 1 0 0 0 0
CPAR2_401380 5 2 7 14 22 23
CPAR2_401390 3 0 0 0 0 0
CPAR2_401400 1 0 0 0 1 1
CPAR2_401410 0 0 0 0 0 0
CPAR2_401420 0 0 0 0 1 0
CPAR2_401430 0 0 0 0 0 0
CPAR2_401440 1 1 0 12 4 5
CPAR2_401450 7 8 9 16 20 10
CPAR2_401460 0 0 0 0 0 0
CPAR2_401470 0 0 0 1 6 2
CPAR2_401480 0 0 0 2 8 2
CPAR2_401490 0 0 0 2 0 0
CPAR2_401500 0 0 1 1 4 4
CPAR2_401510 0 1 2 4 5 4
CPAR2_401520 6 9 9 45 46 16
CPAR2_401530 0 0 0 0 0 0
CPAR2_401540 1 6 6 45 63 61
CPAR2_401550 5 2 7 48 58 28
CPAR2_401560 0 0 0 0 0 1
CPAR2_401570 2 1 1 0 2 1
CPAR2_401580 35 31 31 104 95 65
CPAR2_401590 0 0 0 0 0 0
CPAR2_401600 0 0 0 0 1 0
CPAR2_401610 0 0 0 0 1 1
CPAR2_401620 0 0 1 0 1 0
CPAR2_401630 0 0 1 0 0 1
CPAR2_401640 7 1 2 0 0 1
CPAR2_401650 1 0 0 0 1 0
CPAR2_401660 0 0 0 12 10 5
CPAR2_401670 0 0 1 5 5 3
CPAR2_401680 0 0 0 0 1 0
CPAR2_401690 0 0 1 1 5 3
CPAR2_401700 0 0 0 0 0 0
CPAR2_401710 11 12 11 76 165 116
CPAR2_401720 0 0 0 0 1 0
CPAR2_401730 0 1 2 0 0 1
CPAR2_401740 32 41 41 24 39 33
CPAR2_401750 0 0 0 1 1 0
CPAR2_401760 0 0 0 0 1 0
CPAR2_401770 1 2 0 8 8 7
CPAR2_401780 1 5 2 4 3 2
CPAR2_401790 1 0 0 0 0 0
CPAR2_401800 0 0 0 0 1 0
CPAR2_401810 0 0 0 0 0 0
CPAR2_401820 7 11 4 1 1 0
CPAR2_401830 2 1 4 4 5 2
CPAR2_401840 1 0 1 20 11 6
CPAR2_401850 0 0 0 0 0 0
CPAR2_401860 3 2 4 17 20 5
CPAR2_401870 0 0 0 0 0 0
CPAR2_401880 0 0 0 0 0 0
CPAR2_401885 0 0 0 0 0 0
CPAR2_401890 2 3 1 5 5 5
CPAR2_401900 1 0 0 0 0 0
CPAR2_401910 0 0 0 1 1 3
CPAR2_401920 0 1 4 4 10 4
CPAR2_401930 1 1 0 0 1 2
CPAR2_401940 0 1 0 1 3 0
CPAR2_401950 1 1 1 1 0 0
CPAR2_401960 0 1 0 0 0 2
CPAR2_401970 3 1 0 0 0 0
CPAR2_401980 4 5 3 340 367 238
CPAR2_401990 0 0 0 0 0 0
CPAR2_402000 1 0 1 1 0 0
CPAR2_402010 0 0 1 0 0 0
CPAR2_402020 4 1 1 13 21 18
CPAR2_402030 0 0 0 0 0 0
CPAR2_402040 10 12 25 84 61 45
CPAR2_402050 0 1 0 3 3 4
CPAR2_402060 1 0 2 20 10 16
CPAR2_402070 2 1 0 13 10 6
CPAR2_402080 0 0 0 0 0 0
CPAR2_402090 0 1 2 6 11 2
CPAR2_402100 0 0 0 4 0 0
CPAR2_402110 0 1 0 0 0 0
CPAR2_402120 0 0 0 0 0 2
CPAR2_402130 3 4 6 25 34 39
CPAR2_402140 4 1 3 0 4 1
CPAR2_402150 1 0 1 1 0 0
CPAR2_402160 0 0 0 2 2 0
CPAR2_402170 1 2 2 1 3 0
CPAR2_402180 1 0 0 0 1 4
CPAR2_402190 0 0 0 0 0 1
CPAR2_402200 2 3 0 3 11 5
CPAR2_402210 0 0 0 0 0 3
CPAR2_402220 0 0 0 1 1 0
CPAR2_402230 0 0 0 3 3 1
CPAR2_402240 1 0 0 0 0 0
CPAR2_402250 0 0 0 0 0 0
CPAR2_402260 396 349 388 693 895 646
CPAR2_402270 40 38 45 7 17 15
CPAR2_402280 0 0 0 0 0 0
CPAR2_402290 14 16 15 36 15 5
CPAR2_402300 1 0 1 0 0 0
CPAR2_402310 0 0 0 1 2 2
CPAR2_402320 28 15 19 23 23 25
CPAR2_402330 2 1 6 3 5 5
CPAR2_402340 0 0 0 0 2 0
CPAR2_402350 0 0 0 0 0 1
CPAR2_402360 0 0 0 3 2 0
CPAR2_402370 0 0 0 0 0 0
CPAR2_402380 0 1 0 0 0 0
CPAR2_402390 0 1 0 10 14 5
CPAR2_402400 0 4 4 10 8 4
CPAR2_402410 1 2 3 0 0 3
CPAR2_402420 1 1 1 0 8 2
CPAR2_402430 0 0 2 1 3 0
CPAR2_402440 2 6 0 4 9 2
CPAR2_402450 0 1 0 2 0 3
CPAR2_402460 1 0 0 0 0 2
CPAR2_402470 1 0 2 0 2 2
CPAR2_402480 0 0 0 1 1 0
CPAR2_402490 2 1 4 0 9 3
CPAR2_402500 0 2 2 6 1 0
CPAR2_402510 0 0 0 3 3 1
CPAR2_402520 0 0 0 0 0 0
CPAR2_402530 0 0 1 3 5 6
CPAR2_402540 0 0 0 0 0 0
CPAR2_402550 0 0 0 0 0 0
CPAR2_402560 0 1 0 1 5 1
CPAR2_402570 3 3 8 3 7 1
CPAR2_402580 0 0 1 1 4 5
CPAR2_402590 2 3 1 4 2 4
CPAR2_402600 0 0 0 0 0 0
CPAR2_402610 0 0 0 0 0 0
CPAR2_402620 2 1 2 31 29 22
CPAR2_402630 0 0 1 0 0 0
CPAR2_402640 0 1 0 0 2 4
CPAR2_402650 0 0 0 0 0 1
CPAR2_402660 2 0 0 3 6 2
CPAR2_402670 0 0 1 0 0 0
CPAR2_402690 0 1 0 0 1 0
CPAR2_402700 0 1 0 1 1 0
CPAR2_402710 2 1 0 2 3 0
CPAR2_402720 0 0 0 2 2 2
CPAR2_402730 1 0 1 12 11 13
CPAR2_402740 0 0 0 0 2 0
CPAR2_402750 0 0 0 1 3 0
CPAR2_402760 0 0 1 2 0 0
CPAR2_402770 0 0 0 0 0 0
CPAR2_402780 0 1 0 4 1 0
CPAR2_402790 0 1 2 2 1 0
CPAR2_402800 17 22 21 7 7 3
CPAR2_402810 1 0 0 3 8 6
CPAR2_402820 3 1 1 3 10 10
CPAR2_402830 1 0 1 4 4 1
CPAR2_402840 1 0 0 0 1 0
CPAR2_402850 0 0 0 0 0 0
CPAR2_402860 0 3 0 63 64 55
CPAR2_402870 0 0 0 3 2 0
CPAR2_402880 5 4 7 13 7 2
CPAR2_402890 0 0 0 1 0 0
CPAR2_402900 0 0 0 4 0 2
CPAR2_402910 0 0 0 0 0 0
CPAR2_402920 1 0 0 0 0 0
CPAR2_402930 8 4 9 24 12 11
CPAR2_402940 0 0 3 2 3 2
CPAR2_402950 0 1 0 0 0 0
CPAR2_402960 0 0 0 2 4 0
CPAR2_402970 1 0 0 0 0 0
CPAR2_402980 6 5 5 73 74 30
CPAR2_402990 0 0 0 5 18 14
CPAR2_403000 254 218 222 368 480 413
CPAR2_403010 1 2 0 1 1 2
CPAR2_403020 0 0 0 4 0 0
CPAR2_403030 0 0 0 0 1 1
CPAR2_403040 0 0 0 0 1 1
CPAR2_403050 0 0 0 0 0 0
CPAR2_403060 0 0 0 1 5 2
CPAR2_403070 0 0 0 2 1 0
CPAR2_403080 0 1 0 0 0 0
CPAR2_403090 0 1 0 0 1 0
CPAR2_403100 1 0 0 0 2 1
CPAR2_403110 1 0 1 0 2 0
CPAR2_403120 7 6 2 3 1 2
CPAR2_403130 8 2 5 13 33 14
CPAR2_403140 7 3 2 10 5 8
CPAR2_403150 0 0 0 1 4 1
CPAR2_403160 1 1 0 0 0 0
CPAR2_403170 3 1 3 43 44 24
CPAR2_403180 0 4 9 10 25 14
CPAR2_403190 0 2 1 0 1 0
CPAR2_403200 0 0 0 0 0 0
CPAR2_403210 15 12 13 20 45 28
CPAR2_403220 8 5 9 22 27 13
CPAR2_403240 2 2 1 0 1 1
CPAR2_403250 0 0 0 0 0 1
CPAR2_403260 5 8 8 6 3 7
CPAR2_403270 0 0 0 0 0 0
CPAR2_403280 4 2 2 1 0 0
CPAR2_403290 0 0 1 2 0 0
CPAR2_403300 0 0 0 0 0 0
CPAR2_403310 0 0 0 0 0 2
CPAR2_403320 2 0 2 3 4 0
CPAR2_403330 15 16 23 94 143 94
CPAR2_403340 1 0 2 9 11 6
CPAR2_403350 0 0 0 0 5 1
CPAR2_403360 0 0 0 0 0 0
CPAR2_403370 0 0 0 3 1 0
CPAR2_403380 4 1 3 19 5 5
CPAR2_403390 0 1 0 2 0 1
CPAR2_403400 0 0 0 0 0 0
CPAR2_403410 6 3 2 17 20 7
CPAR2_403420 6 10 21 13 7 10
CPAR2_403430 2 0 1 2 7 2
CPAR2_403440 5 2 5 21 41 22
CPAR2_403450 0 0 0 0 0 0
CPAR2_403460 1 1 0 13 10 7
CPAR2_403470 0 0 0 0 0 0
CPAR2_403480 1 1 0 557 427 241
CPAR2_403490 8 9 9 3 3 5
CPAR2_403500 13 16 20 39 21 22
CPAR2_403510 0 1 2 0 0 0
CPAR2_403520 0 0 0 1 0 0
CPAR2_403530 0 0 0 0 0 0
CPAR2_403540 1 0 0 3 1 0
CPAR2_403550 5 4 2 15 26 28
CPAR2_403560 0 0 0 2 5 1
CPAR2_403570 0 0 0 0 1 1
CPAR2_403580 1 3 2 0 0 0
CPAR2_403590 1 0 0 2 1 2
CPAR2_403600 7 3 12 3 3 4
CPAR2_403610 228 193 207 385 399 412
CPAR2_403620 0 0 0 2 0 1
CPAR2_403630 1 0 0 3 2 1
CPAR2_403640 0 0 0 2 2 1
CPAR2_403650 6 8 9 42 47 22
CPAR2_403660 0 0 0 0 0 0
CPAR2_403670 65 58 68 42 43 31
CPAR2_403680 0 0 0 2 7 3
CPAR2_403690 0 0 0 0 1 0
CPAR2_403700 0 0 0 0 0 0
CPAR2_403710 33 22 22 75 80 48
CPAR2_403720 1 0 0 0 0 0
CPAR2_403730 0 0 0 0 2 1
CPAR2_403740 16 22 47 4 4 3
CPAR2_403750 1 1 0 10 11 4
CPAR2_403760 0 0 1 0 0 0
CPAR2_403770 0 1 0 0 0 0
CPAR2_403780 0 0 1 1 1 0
CPAR2_403790 1 0 0 3 1 1
CPAR2_403800 0 0 0 0 1 0
CPAR2_403810 1 2 1 10 18 5
CPAR2_403820 1 3 0 1 0 1
CPAR2_403830 54 46 51 61 108 61
CPAR2_403840 0 0 0 0 3 0
CPAR2_403850 0 0 0 2 1 1
CPAR2_403860 3 2 2 3 4 1
CPAR2_403870 0 0 1 1 3 2
CPAR2_403880 0 0 0 1 0 1
CPAR2_403890 1 0 0 0 6 7
CPAR2_403900 0 0 0 4 9 5
CPAR2_403910 0 0 2 15 15 13
CPAR2_403920 0 0 1 1 4 0
CPAR2_403930 0 0 0 13 10 0
CPAR2_403940 0 0 0 0 0 0
CPAR2_403950 0 0 0 0 0 0
CPAR2_403960 0 0 0 6 11 5
CPAR2_403970 2 2 6 0 1 0
CPAR2_403980 0 0 0 0 0 0
